Code,Exchange,Product Name,Group,Subgroup,Option?,Close
ACL,IFED,Crude Diff - Argus WTI Houston vs WTI Trade Month Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ACM,IFED,Crude Diff - Argus WTI Houston vs WTI Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AIL,IFED,Crude Diff - Argus WTI Houston vs. WTI 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MSE,IFED,Crude Diff - Argus WTI Midland Enterprise vs WTI Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MST,IFED,Crude Diff - Argus WTI Midland vs Argus WTS Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MLU,IFED,Crude Diff - Argus WTI Midland vs WTI 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MLT,IFED,Crude Diff - Argus WTI Midland vs WTI 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MLT,IFED,Crude Diff - Argus WTI Midland vs WTI 1st Line Options,Energy,Crude Oil and Refined Products,true,23:00UTC
MSV,IFED,Crude Diff - Argus WTI Midland vs WTI Trade Month Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
MLS,IFED,Crude Diff - Argus WTI Midland vs WTI Trade Month Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MSV,IFED,Crude Diff - Argus WTI Midland vs WTI Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MTD,IFED,Crude Diff - Argus WTL Midland vs WTI Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AFH,IFED,Crude Diff - Argus WTS vs WTI 1st Line Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
AFI,IFED,Crude Diff - Argus WTS vs WTI 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AFH,IFED,Crude Diff - Argus WTS vs WTI 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AVT,IFED,Crude Diff - Argus WTS vs WTI Trade Month Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
AVS,IFED,Crude Diff - Argus WTS vs WTI Trade Month Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AVT,IFED,Crude Diff - Argus WTS vs WTI Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BRZ,IFEU,Crude Diff - Brent 12-Month Calendar Spread Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BOH,IFEU,Crude Diff - Brent 1st Line vs Dubai 1st Line (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
BOD,IFEU,Crude Diff - Brent 1st Line vs Dubai 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BS1,IFEU,Crude Diff - Brent Physical 1- Month Calendar Spread Options,Energy,Crude Oil and Refined Products,true,18:00UTC
DCR,IFEU,Crude Diff - CPC Blend CIF (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DCT,IFEU,Crude Diff - CPC Blend CIF Med Cargoes (Platts) vs Dated Brent (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AED,IFEU,Crude Diff - Daily Argus East Siberian Pacific Ocean (ESPO) Diff Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DBO,IFEU,Crude Diff - Daily Brent 1- Month Calendar Spread Options,Energy,Crude Oil and Refined Products,true,23:00UTC
DCW,IFEU,Crude Diff - Daily CPC Blend CIF Med Cargoes (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DBS,IFEU,Crude Diff - Daily Dated Brent (Platts) vs Brent 2nd Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DUN,IFEU,Crude Diff - Daily Urals Med (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DUM,IFEU,Crude Diff - Daily Urals North (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CGH,IFEU,Crude Diff - Daily WTI Midland (DAP Augusta) (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CGG,IFEU,Crude Diff - Daily WTI Midland (DAP Rotterdam) (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DBG,IFEU,Crude Diff - Dated Brent vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
PDD,IFEU,Crude Diff - Dated Brent vs Dubai 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TML,IFED,Crude Diff - ICE LSB 1a Index Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TMR,IFED,Crude Diff - ICE SW 1a Index Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
TMZ,IFED,Crude Diff - ICE SW 1a Index Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TMR,IFED,Crude Diff - ICE SW 1a Index Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TMS,IFED,Crude Diff - ICE SYN 1a Index Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
TMS,IFED,Crude Diff - ICE SYN 1A Index Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SYN,IFED,Crude Diff - ICE SYN 1B Index Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TMU,IFED,Crude Diff - ICE UHC 1a Index Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
TMU,IFED,Crude Diff - ICE UHC 1A Index Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UHB,IFED,Crude Diff - ICE UHC 1b Index Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TMW,IFED,Crude Diff - ICE WCS 1a Index Average Price Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
TMY,IFED,Crude Diff - ICE WCS 1a Index Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TMW,IFED,Crude Diff - ICE WCS 1A Index Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TDY,IFED,Crude Diff - ICE WCS 1B Index Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TDX,IFED,Crude Diff - ICE WCS 1B Index Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TMQ,IFED,Crude Diff - ICE WCS Cushing 1a Index Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban 1st Line vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban 1st Line vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban 1st Line vs Dated Brent (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban 1st Line vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban 1st Line vs WTI 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban 1st Line vs WTI 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban Singapore Marker 1st Line vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban Singapore Marker 1st Line vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban Singapore Marker 1st Line vs Brent Singapore Marker 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Diff - Murban Singapore Marker 1st Line vs Brent Singapore Marker 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UCF,IFEU,Crude Diff - Urals Med vs Dated Brent CFD Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CFU,IFEU,Crude Diff - Urals North vs Dated Brent CFD Future,Energy,Crude Oil and Refined Products,false,23:00UTC
WAF,IFEU,Crude Diff - WAF Index (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TIA,IFED,Crude Diff - WTI 1-Month Calendar Spread Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TIZ,IFED,Crude Diff - WTI 12-Month Calendar Spread Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BTE,IFED,Crude Diff - WTI 1st Line vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BTD,IFED,Crude Diff - WTI 1st Line vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CGE,IFEU,Crude Diff - WTI Midland (DAP Augusta) (Platts) vs Dated Brent (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CGD,IFEU,Crude Diff - WTI Midland (DAP Augusta) (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CGC,IFEU,Crude Diff - WTI Midland (DAP Rotterdam) (Platts) vs Dated Brent (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
WTD,IFEU,Crude Diff - WTI Midland (DAP Rotterdam) (Platts) vs Dated Brent (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TS1,IFEU,Crude Diff - WTI Physical 1- Month Calendar Spread Options,Energy,Crude Oil and Refined Products,true,18:00UTC
TIB,IFED,Crude Diff - WTI vs Brent Bullet Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TIB,IFED,Crude Diff - WTI vs Brent Bullet Options,Energy,Crude Oil and Refined Products,true,23:00UTC
BRM,IFEU,Crude Future - Brent 1-Month Calendar Spread Options,Energy,Crude Oil and Refined Products,true,23:00UTC
ARH,IFED,Crude Outright - Argus LLS Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
ACT,IFED,Crude Outright - Argus WTI Cushing Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AFW,IFED,Crude Outright - Argus WTI Houston Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
AFW,IFED,Crude Outright - Argus WTI Houston Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BSQ,IFEU,Crude Outright - Brent Average Price Balmo Options,Energy,Crude Oil and Refined Products,true,23:05UTC
PDB,IFEU,Crude Outright - Dated Brent (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
DBQ,IFEU,Crude Outright - Dated Brent (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
DBI,IFEU,Crude Outright - Dubai 1st Line (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
DBK,IFEU,Crude Outright - Dubai 1st Line (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Outright - Murban 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Outright - Murban 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Outright - Murban Singapore Marker 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Crude Outright - Murban Singapore Marker 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
HOO,IFED,Crude Outright - Permian WTI Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
HOY,IFED,Crude Outright - Permian WTI Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
WBT,IFED,Crude Outright - WTI Average Price Balmo Options,Energy,Crude Oil and Refined Products,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
WTC,IFED,Crude Outright - WTI Cushing Trade Month Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BSM,IFEU,Daily CFD - Dated Brent (Platts) vs First Month BFOE (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BTM,IFEU,Daily CFD - Dated Brent (Platts) vs Second Month BFOE (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BUM,IFEU,Daily CFD - Dated Brent (Platts) vs Third Month BFOE (Platts) Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
DDM,IFEU,Daily Crude Diff - Dated Brent (Platts) vs Mediterranean Dated Strip (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DDB,IFEU,Daily Dated Brent Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DBL,IFEU,Daily Dated Brent vs Brent 1ST Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TDE,IFED,Daily EU-Style WTI Future,Energy,Crude Oil and Refined Products,true,23:00UTC
DWO,IFED,Daily WTI 1-Month Calendar Spread Future,Energy,Crude Oil and Refined Products,false,23:00UTC
PDM,IFEU,Dated Brent (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DCN,IFEU,Diesel 10ppm (UK) CIF NWE Cargoes Original (French) Spec (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
ULZ,IFEU,Diesel 10ppm (UK) CIF NWE Cargoes Original (French) Spec (Platts) vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULU,IFEU,Diesel 10ppm (UK) CIF NWE Cargoes Original (French) Spec (Platts) vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DCC,IFEU,Diesel 10ppm CIF NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GUV,IFED,Diesel Crack - Gulf Coast ULSD vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GUW,IFED,Diesel Crack - Gulf Coast ULSD vs WTI 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UHM,IFEU,Diesel Crack - ULSD 10ppm CIF Med Cargoes (Platts) vs Brent 1st Line Future (in bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
14Z,IFEU,Diesel Crack - ULSD 10ppm CIF NWE Cargoes (Platts) vs Brent 1st Line Balmo Future (bbl),Energy,Crude Oil and Refined Products,false,23:05UTC
UBN,IFEU,Diesel Crack - ULSD 10ppm CIF NWE Cargoes vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
UL7,IFED,Diesel Diff - 67-Grade USGC ULSD (Platts) vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NH2,IFED,Diesel Diff - Argus 62-Grade NYH ULSD vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NH7,IFED,Diesel Diff - Argus 67-Grade NYH ULSD vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AIO,IFED,Diesel Diff - Argus ULSD NYH Buckeye Pipeline vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AIP,IFED,Diesel Diff - Argus ULSD NYH Colonial Offline vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DFK,IFED,Diesel Diff - Daily Gulf Coast ULSD (Platts) vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UMB,IFEU,Diesel Diff - Diesel 10ppm CIF NWE (Le Havre) Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULG,IFEU,Diesel Diff - Diesel 10ppm CIF NWE (Le Havre) Cargoes vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DFI,IFEU,Diesel Diff - Diesel 10PPM FOB ARA Barges (Platts) vs Gasoil 50ppm FOB Rotterdam Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UMA,IFEU,Diesel Diff - Diesel 10PPM FOB ARA Barges (Platts) vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULE,IFEU,Diesel Diff - Diesel 10PPM FOB ARA Barges (Platts) vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DFF,IFED,Diesel Diff - Diesel 10PPM FOB ARA Barges (Platts) vs New York Harbour ULSD Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DDR,IFEU,Diesel Diff - Diesel 10ppm UK CIF NWE Cargoes (Platts) vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
DDQ,IFEU,Diesel Diff - Diesel 10ppm UK CIF NWE Cargoes (Platts) vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:05UTC
DCS,IFED,Diesel Diff - Group 3 ULSD (OPIS) vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GUH,IFED,Diesel Diff - Group 3 ULSD (Platts) vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DDH,IFED,Diesel Diff - Gulf Coast 67 Grade ULSD (Platts) vs NYH ULSHO 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DDD,IFED,Diesel Diff - Gulf Coast 67 Grade ULSD (Platts) vs NYH ULSHO 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
JCU,IFED,Diesel Diff - Gulf Coast ULSD (Platts) vs Gulf Coast Jet Fuel (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NYD,IFED,Diesel Diff - Gulf Coast ULSD (Platts) vs NYH ULSHO 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GOH,IFED,Diesel Diff - Gulf Coast ULSD vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GUX,IFED,Diesel Diff - Gulf Coast ULSD vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
HOC,IFED,Diesel Diff - New York Harbour ULSD 1 Month Calendar Spread Options,Energy,Crude Oil and Refined Products,true,23:00UTC
TMN,IFED,Diesel Diff - ULSD 10ppm CIF Med Cargoes (Platts) vs New York Harbour ULSD Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UMC,IFEU,Diesel Diff - ULSD 10ppm CIF Med Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULI,IFEU,Diesel Diff - ULSD 10ppm CIF Med Cargoes vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
TNN,IFED,Diesel Diff - ULSD 10ppm CIF NWE Cargoes (Platts) vs New York Harbour ULSD Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UMD,IFEU,Diesel Diff - ULSD 10ppm CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
ULF,IFEU,Diesel Diff - ULSD 10ppm CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UHL,IFED,Diesel Diff - ULSD NYH Colonial Offline (Platts) vs Heating Oil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DOS,IFEU,Diesel Outright - Diesel 10PPM FOB ARA Barges (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
DOR,IFEU,Diesel Outright - Diesel 10PPM FOB ARA Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DOQ,IFEU,Diesel Outright - Diesel 10PPM FOB ARA Barges (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DCQ,IFEU,Diesel Outright - Diesel 10ppm UK CIF NWE Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:05UTC
EIT,IFED,Diesel Outright - Diesel EIA Flat Tax On-Highway Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GUE,IFED,Diesel Outright - Gulf Coast Export ULSD (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UCL,IFEU,Diesel Outright - ULSD 10PPM CIF Med Cargoes (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FFM,IFEU,Diesel Outright - ULSD 10ppm CIF Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
DOK,IFEU,Diesel Outright - ULSD 10ppm CIF NWE Cargoes (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
14Y,IFEU,Diesel Outright - ULSD 10ppm CIF NWE Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
UCO,IFEU,Diesel Outright - ULSD 10ppm FOB Med Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FFL,IFEU,Diesel Outright - ULSD 10ppm FOB Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DOM,IFED,Dominion South Basis Future,Energy,Natural Gas,false,23:00UTC
DSF,IFED,Dominion South Fixed Price Future,Energy,Natural Gas,false,23:00UTC
DIS,IFED,Dominion South Index Future,Energy,Natural Gas,false,23:00UTC
DSS,IFED,Dominion South Swing Future,Energy,Natural Gas,false,23:00UTC
DBM,IFEU,Dubai 1st Line (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DBJ,IFEU,Dubai 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
DPB,NDEX,Dutch Power Base Futures,Energy,Electricity,false,17:00UTC
DPW,NDEX,Dutch Power Baseload Futures (Week),Energy,Electricity,false,17:00UTC
NLB,NDEX,Dutch Power Financial Base Futures,Energy,Electricity,false,17:00UTC
NLP,NDEX,Dutch Power Financial Peak Futures,Energy,Electricity,false,17:00UTC
DPA,NDEX,Dutch Power Peak Futures,Energy,Electricity,false,17:00UTC
TFU,IFEU,Dutch TTF Gas 1st Line Financial Futures (USD/MMBTU),Energy,Natural Gas,false,23:00UTC
TFE,NDEX,Dutch TTF Gas Daily Futures,Energy,Natural Gas,false,17:00UTC
TFM,NDEX,Dutch TTF Gas Options,Energy,Natural Gas,true,17:00UTC
TFO,NDEX,Dutch TTF Gas Options (Futures Style Margin),Energy,Natural Gas,true,17:00UTC
ETT,NDXS,Dutch TTF Gas Spot,Energy,Natural Gas,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
,NDXS,Dutch TTF Gas Storage,Energy,Natural Gas,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
TLD,IFED,Dutch TTF Natural Gas Last Day Financial Futures (USD/MMBTU),Energy,Natural Gas,false,23:00UTC
EIR,IFED,EIA End of Draw Index,Energy,Natural Gas,false,23:00UTC
